INFO:root:[TURN 0] [WORKER u_1 at (14, 5)] [ACTION move] [VALUE 0.012798227816820147] at (15, 5) (rule_resource_value)
INFO:root:[TURN 129] [WORKER u_3 at (8, 4)] [ACTION build] [VALUE 0.1] at (15, 4) (rule_build)
INFO:root:[TURN 129] [WORKER u_5 at (12, 4)] [ACTION build] [VALUE 0.1] at (13, 7) (rule_build)
INFO:root:[TURN 129] [WORKER u_16 at (9, 5)] [ACTION build] [VALUE 0.05] at (13, 5) (rule_build)
INFO:root:[TURN 129] [WORKER u_10 at (11, 8)] [ACTION build] [VALUE 0.05] at (12, 8) (rule_build)
INFO:root:[TURN 129] [WORKER u_35 at (11, 5)] [ACTION move] [VALUE 0.010258178710937501] at (7, 5) (rule_resource_value)
INFO:root:[TURN 129] [WORKER u_31 at (13, 8)] [ACTION move] [VALUE 0.00474609375] at (7, 10) (rule_resource_value)
INFO:root:[TURN 129] [WORKER u_33 at (13, 6)] [ACTION move] [VALUE 0.005820766091346741] at (7, 5) (rule_resource_value)
INFO:root:[TURN 129] [WORKER u_34 at (13, 8)] [ACTION move] [VALUE 0.004365574568510056] at (7, 9) (rule_resource_value)
INFO:root:[TURN 130] [WORKER u_16 at (9, 5)] [ACTION build] [VALUE 0.1] at (15, 4) (rule_build)
INFO:root:[TURN 130] [WORKER u_10 at (11, 8)] [ACTION build] [VALUE 0.1165] at (15, 10) (rule_build)
INFO:root:[TURN 130] [WORKER u_35 at (11, 5)] [ACTION move] [VALUE 0.010258178710937501] at (7, 5) (rule_resource_value)
INFO:root:[TURN 130] [WORKER u_17 at (7, 5)] [ACTION build] [VALUE 0.1] at (13, 7) (rule_build)
INFO:root:[TURN 130] [WORKER u_19 at (9, 4)] [ACTION move] [VALUE 0.012225597500801088] at (7, 5) (rule_resource_value)
INFO:root:[TURN 130] [WORKER u_29 at (12, 9)] [ACTION move] [VALUE 0.007081851959228516] at (7, 10) (rule_resource_value)
INFO:root:[TURN 130] [WORKER u_31 at (13, 8)] [ACTION move] [VALUE 0.004365574568510056] at (7, 9) (rule_resource_value)
INFO:root:[TURN 130] [WORKER u_32 at (10, 6)] [ACTION move] [VALUE 0.0076936340332031256] at (6, 6) (rule_resource_value)
INFO:root:[TURN 130] [WORKER u_34 at (13, 8)] [ACTION move] [VALUE 0.0035595703125000005] at (6, 9) (rule_resource_value)
INFO:root:[TURN 130] [WORKER u_36 at (13, 10)] [ACTION move] [VALUE 0.004365574568510056] at (6, 10) (rule_resource_value)
INFO:root:[TURN 131] [WORKER u_3 at (7, 4)] [ACTION build] [VALUE 0.1] at (15, 4) (rule_build)
INFO:root:[TURN 131] [WORKER u_2 at (12, 10)] [ACTION build] [VALUE 0.1165] at (15, 10) (rule_build)
INFO:root:[TURN 131] [WORKER u_16 at (9, 5)] [ACTION build] [VALUE 0.05] at (13, 5) (rule_build)
INFO:root:[TURN 131] [WORKER u_5 at (13, 4)] [ACTION build] [VALUE 0.1] at (13, 7) (rule_build)
INFO:root:[TURN 131] [WORKER u_10 at (11, 8)] [ACTION build] [VALUE 0.05] at (12, 8) (rule_build)
INFO:root:[TURN 131] [WORKER u_35 at (11, 5)] [ACTION move] [VALUE 0.010258178710937501] at (7, 5) (rule_resource_value)
INFO:root:[TURN 131] [WORKER u_31 at (13, 8)] [ACTION move] [VALUE 0.00474609375] at (7, 10) (rule_resource_value)
INFO:root:[TURN 131] [WORKER u_33 at (13, 5)] [ACTION move] [VALUE 0.007081851959228516] at (7, 5) (rule_resource_value)
INFO:root:[TURN 131] [WORKER u_34 at (13, 8)] [ACTION move] [VALUE 0.004365574568510056] at (7, 9) (rule_resource_value)
INFO:root:[TURN 131] [WORKER u_36 at (13, 9)] [ACTION move] [VALUE 0.004365574568510056] at (6, 9) (rule_resource_value)
INFO:root:[TURN 132] [WORKER u_16 at (9, 5)] [ACTION build] [VALUE 0.1] at (15, 4) (rule_build)
INFO:root:[TURN 132] [WORKER u_10 at (11, 8)] [ACTION build] [VALUE 0.1165] at (15, 10) (rule_build)
INFO:root:[TURN 132] [WORKER u_17 at (8, 5)] [ACTION build] [VALUE 0.1] at (13, 7) (rule_build)
INFO:root:[TURN 132] [WORKER u_35 at (11, 5)] [ACTION move] [VALUE 0.010258178710937501] at (7, 5) (rule_resource_value)
INFO:root:[TURN 132] [WORKER u_19 at (8, 4)] [ACTION build] [VALUE 0.05] at (8, 7) (rule_build)
INFO:root:[TURN 132] [WORKER u_29 at (11, 9)] [ACTION move] [VALUE 0.008552615046501162] at (7, 10) (rule_resource_value)
INFO:root:[TURN 132] [WORKER u_31 at (13, 8)] [ACTION move] [VALUE 0.004365574568510056] at (7, 9) (rule_resource_value)
INFO:root:[TURN 132] [WORKER u_32 at (9, 6)] [ACTION move] [VALUE 0.012225597500801088] at (7, 5) (rule_resource_value)
INFO:root:[TURN 132] [WORKER u_34 at (13, 8)] [ACTION move] [VALUE 0.0035595703125000005] at (6, 9) (rule_resource_value)
INFO:root:[TURN 133] [WORKER u_2 at (13, 10)] [ACTION build] [VALUE 0.1165] at (15, 10) (rule_build)
INFO:root:[TURN 133] [WORKER u_3 at (6, 4)] [ACTION build] [VALUE 0.1] at (15, 4) (rule_build)
INFO:root:[TURN 133] [WORKER u_5 at (13, 3)] [ACTION build] [VALUE 0.1] at (13, 7) (rule_build)
INFO:root:[TURN 133] [WORKER u_16 at (9, 5)] [ACTION build] [VALUE 0.05] at (13, 5) (rule_build)
INFO:root:[TURN 133] [WORKER u_10 at (11, 8)] [ACTION build] [VALUE 0.05] at (12, 8) (rule_build)
INFO:root:[TURN 133] [WORKER u_35 at (11, 5)] [ACTION move] [VALUE 0.010258178710937501] at (7, 5) (rule_resource_value)
INFO:root:[TURN 133] [WORKER u_31 at (13, 8)] [ACTION move] [VALUE 0.00474609375] at (7, 10) (rule_resource_value)
INFO:root:[TURN 133] [WORKER u_32 at (8, 6)] [ACTION move] [VALUE 0.014483928680419922] at (7, 5) (rule_resource_value)
INFO:root:[TURN 133] [WORKER u_33 at (12, 5)] [ACTION move] [VALUE 0.005311388969421388] at (6, 5) (rule_resource_value)
INFO:root:[TURN 133] [WORKER u_34 at (13, 8)] [ACTION move] [VALUE 0.004365574568510056] at (7, 9) (rule_resource_value)
INFO:root:[TURN 133] [WORKER u_36 at (12, 9)] [ACTION move] [VALUE 0.005311388969421388] at (6, 9) (rule_resource_value)
INFO:root:[TURN 134] [WORKER u_2 at (14, 10)] [ACTION move] [VALUE 0.005820766091346741] at (7, 10) (rule_resource_value)
INFO:root:[TURN 134] [WORKER u_16 at (9, 5)] [ACTION build] [VALUE 0.1] at (15, 4) (rule_build)
INFO:root:[TURN 134] [WORKER u_10 at (11, 8)] [ACTION build] [VALUE 0.1165] at (15, 10) (rule_build)
INFO:root:[TURN 134] [WORKER u_35 at (11, 5)] [ACTION move] [VALUE 0.010258178710937501] at (7, 5) (rule_resource_value)
INFO:root:[TURN 134] [WORKER u_17 at (7, 5)] [ACTION build] [VALUE 0.1] at (13, 7) (rule_build)
INFO:root:[TURN 134] [WORKER u_19 at (8, 3)] [ACTION build] [VALUE 0.05] at (8, 7) (rule_build)
INFO:root:[TURN 134] [WORKER u_29 at (10, 9)] [ACTION move] [VALUE 0.009169198125600816] at (7, 9) (rule_resource_value)
INFO:root:[TURN 134] [WORKER u_31 at (13, 8)] [ACTION move] [VALUE 0.0038363593816757207] at (7, 5) (rule_resource_value)
INFO:root:[TURN 134] [WORKER u_34 at (13, 8)] [ACTION move] [VALUE 0.0035595703125000005] at (6, 9) (rule_resource_value)
INFO:root:[TURN 135] [WORKER u_3 at (7, 4)] [ACTION build] [VALUE 0.1] at (15, 4) (rule_build)
INFO:root:[TURN 135] [WORKER u_5 at (13, 4)] [ACTION build] [VALUE 0.1165] at (15, 10) (rule_build)
INFO:root:[TURN 135] [WORKER u_16 at (9, 5)] [ACTION build] [VALUE 0.05] at (13, 5) (rule_build)
INFO:root:[TURN 135] [WORKER u_10 at (11, 8)] [ACTION build] [VALUE 0.1] at (13, 7) (rule_build)
INFO:root:[TURN 135] [WORKER u_35 at (11, 5)] [ACTION move] [VALUE 0.010258178710937501] at (7, 5) (rule_resource_value)
INFO:root:[TURN 135] [WORKER u_32 at (8, 5)] [ACTION move] [VALUE 0.017064303755760193] at (7, 5) (rule_resource_value)
INFO:root:[TURN 135] [WORKER u_33 at (12, 4)] [ACTION move] [VALUE 0.004365574568510056] at (6, 5) (rule_resource_value)
INFO:root:[TURN 135] [WORKER u_34 at (13, 8)] [ACTION move] [VALUE 0.00474609375] at (7, 10) (rule_resource_value)
INFO:root:[TURN 135] [WORKER u_36 at (11, 9)] [ACTION move] [VALUE 0.0076936340332031256] at (7, 9) (rule_resource_value)
INFO:root:[TURN 136] [WORKER u_16 at (9, 5)] [ACTION build] [VALUE 0.1] at (15, 4) (rule_build)
INFO:root:[TURN 136] [WORKER u_2 at (13, 10)] [ACTION move] [VALUE 0.007081851959228516] at (7, 10) (rule_resource_value)
INFO:root:[TURN 136] [WORKER u_17 at (7, 6)] [ACTION build] [VALUE 0.1165] at (15, 10) (rule_build)
INFO:root:[TURN 136] [WORKER u_35 at (11, 5)] [ACTION move] [VALUE 0.010258178710937501] at (7, 5) (rule_resource_value)
INFO:root:[TURN 136] [WORKER u_19 at (8, 4)] [ACTION build] [VALUE 0.1] at (13, 7) (rule_build)
INFO:root:[TURN 136] [WORKER u_29 at (9, 9)] [ACTION move] [VALUE 0.010862946510314943] at (7, 9) (rule_resource_value)
INFO:root:[TURN 136] [WORKER u_31 at (13, 7)] [ACTION move] [VALUE 0.00474609375] at (7, 5) (rule_resource_value)
INFO:root:[TURN 137] [WORKER u_5 at (13, 5)] [ACTION build] [VALUE 0.1165] at (15, 10) (rule_build)
INFO:root:[TURN 137] [WORKER u_3 at (6, 4)] [ACTION build] [VALUE 0.1] at (15, 4) (rule_build)
INFO:root:[TURN 137] [WORKER u_10 at (11, 7)] [ACTION build] [VALUE 0.1] at (13, 7) (rule_build)
INFO:root:[TURN 137] [WORKER u_16 at (9, 5)] [ACTION build] [VALUE 0.05] at (13, 5) (rule_build)
INFO:root:[TURN 137] [WORKER u_32 at (7, 5)] [ACTION build] [VALUE 0.05] at (8, 7) (rule_build)
INFO:root:[TURN 137] [WORKER u_35 at (11, 5)] [ACTION move] [VALUE 0.010258178710937501] at (7, 5) (rule_resource_value)
INFO:root:[TURN 137] [WORKER u_33 at (11, 4)] [ACTION move] [VALUE 0.008552615046501162] at (7, 5) (rule_resource_value)
INFO:root:[TURN 137] [WORKER u_34 at (12, 8)] [ACTION move] [VALUE 0.005820766091346741] at (7, 10) (rule_resource_value)
INFO:root:[TURN 137] [WORKER u_36 at (10, 9)] [ACTION move] [VALUE 0.009169198125600816] at (7, 9) (rule_resource_value)
INFO:root:[TURN 138] [WORKER u_16 at (9, 5)] [ACTION build] [VALUE 0.1] at (15, 4) (rule_build)
INFO:root:[TURN 138] [WORKER u_2 at (12, 10)] [ACTION move] [VALUE 0.008552615046501162] at (7, 10) (rule_resource_value)
INFO:root:[TURN 138] [WORKER u_35 at (11, 5)] [ACTION move] [VALUE 0.010258178710937501] at (7, 5) (rule_resource_value)
INFO:root:[TURN 138] [WORKER u_17 at (7, 7)] [ACTION build] [VALUE 0.1165] at (15, 10) (rule_build)
INFO:root:[TURN 138] [WORKER u_19 at (9, 4)] [ACTION build] [VALUE 0.1] at (13, 7) (rule_build)
INFO:root:[TURN 138] [WORKER u_29 at (8, 9)] [ACTION move] [VALUE 0.012798227816820147] at (7, 9) (rule_resource_value)
INFO:root:[TURN 138] [WORKER u_31 at (13, 6)] [ACTION move] [VALUE 0.005820766091346741] at (7, 5) (rule_resource_value)
INFO:root:[TURN 139] [WORKER u_5 at (13, 4)] [ACTION build] [VALUE 0.1165] at (15, 10) (rule_build)
INFO:root:[TURN 139] [WORKER u_3 at (7, 4)] [ACTION build] [VALUE 0.1] at (15, 4) (rule_build)
INFO:root:[TURN 139] [WORKER u_10 at (12, 7)] [ACTION build] [VALUE 0.1] at (13, 7) (rule_build)
INFO:root:[TURN 139] [WORKER u_16 at (9, 5)] [ACTION build] [VALUE 0.05] at (13, 5) (rule_build)
INFO:root:[TURN 139] [WORKER u_32 at (8, 5)] [ACTION build] [VALUE 0.05] at (8, 7) (rule_build)
INFO:root:[TURN 139] [WORKER u_35 at (11, 5)] [ACTION move] [VALUE 0.010258178710937501] at (7, 5) (rule_resource_value)
INFO:root:[TURN 139] [WORKER u_33 at (10, 4)] [ACTION move] [VALUE 0.010258178710937501] at (7, 5) (rule_resource_value)
INFO:root:[TURN 139] [WORKER u_34 at (11, 8)] [ACTION move] [VALUE 0.007081851959228516] at (7, 10) (rule_resource_value)
INFO:root:[TURN 139] [WORKER u_36 at (9, 9)] [ACTION move] [VALUE 0.010862946510314943] at (7, 9) (rule_resource_value)
INFO:root:[TURN 140] [WORKER u_16 at (9, 5)] [ACTION build] [VALUE 0.1] at (15, 4) (rule_build)
INFO:root:[TURN 140] [WORKER u_2 at (11, 10)] [ACTION move] [VALUE 0.010258178710937501] at (7, 10) (rule_resource_value)
INFO:root:[TURN 140] [WORKER u_35 at (11, 5)] [ACTION move] [VALUE 0.010258178710937501] at (7, 5) (rule_resource_value)
INFO:root:[TURN 140] [WORKER u_17 at (8, 7)] [ACTION build] [VALUE 0.1165] at (15, 10) (rule_build)
INFO:root:[TURN 140] [WORKER u_19 at (9, 3)] [ACTION build] [VALUE 0.1] at (13, 7) (rule_build)
INFO:root:[TURN 140] [WORKER u_29 at (7, 9)] [ACTION build] [VALUE 0.1] at (13, 10) (rule_build)
INFO:root:[TURN 140] [WORKER u_31 at (13, 5)] [ACTION move] [VALUE 0.007081851959228516] at (7, 5) (rule_resource_value)
INFO:root:[TURN 140] [WORKER u_32 at (8, 6)] [ACTION move] [VALUE 0.010862946510314943] at (6, 6) (rule_resource_value)
INFO:root:[TURN 141] [WORKER u_3 at (8, 4)] [ACTION build] [VALUE 0.1] at (15, 4) (rule_build)
INFO:root:[TURN 141] [WORKER u_5 at (13, 3)] [ACTION build] [VALUE 0.1165] at (15, 10) (rule_build)
INFO:root:[TURN 141] [WORKER u_16 at (9, 5)] [ACTION build] [VALUE 0.05] at (13, 5) (rule_build)
INFO:root:[TURN 141] [WORKER u_10 at (13, 7)] [ACTION build] [VALUE 0.1] at (13, 7) (rule_build)
INFO:root:Worker is attempting to build.
INFO:root:[TURN 141] [WORKER u_33 at (9, 4)] [ACTION move] [VALUE 0.012225597500801088] at (7, 5) (rule_resource_value)
INFO:root:[TURN 141] [WORKER u_35 at (11, 5)] [ACTION move] [VALUE 0.010258178710937501] at (7, 5) (rule_resource_value)
INFO:root:[TURN 141] [WORKER u_34 at (10, 8)] [ACTION move] [VALUE 0.008552615046501162] at (7, 10) (rule_resource_value)
INFO:root:[TURN 141] [WORKER u_36 at (8, 9)] [ACTION move] [VALUE 0.012798227816820147] at (7, 9) (rule_resource_value)
INFO:root:[TURN 142] [WORKER u_16 at (9, 5)] [ACTION build] [VALUE 0.1] at (15, 4) (rule_build)
INFO:root:[TURN 142] [WORKER u_2 at (10, 10)] [ACTION move] [VALUE 0.012225597500801088] at (7, 10) (rule_resource_value)
INFO:root:[TURN 142] [WORKER u_35 at (11, 5)] [ACTION move] [VALUE 0.010258178710937501] at (7, 5) (rule_resource_value)
INFO:root:[TURN 142] [WORKER u_10 at (13, 7)] [ACTION move] [VALUE 0.00474609375] at (7, 5) (rule_resource_value)
INFO:root:[TURN 142] [WORKER u_17 at (9, 7)] [ACTION build] [VALUE 0.1165] at (15, 10) (rule_build)
INFO:root:[TURN 142] [WORKER u_19 at (10, 3)] [ACTION build] [VALUE 0.1] at (13, 10) (rule_build)
INFO:root:[TURN 142] [WORKER u_29 at (7, 10)] [ACTION build] [VALUE 0.05] at (8, 7) (rule_build)
INFO:root:[TURN 142] [WORKER u_31 at (12, 5)] [ACTION move] [VALUE 0.005311388969421388] at (6, 5) (rule_resource_value)
INFO:root:[TURN 142] [WORKER u_32 at (7, 6)] [ACTION build] [VALUE 0.0165] at (7, 7) (rule_build)
INFO:root:[TURN 143] [WORKER u_5 at (14, 3)] [ACTION build] [VALUE 0.1165] at (15, 10) (rule_build)
INFO:root:[TURN 143] [WORKER u_3 at (7, 4)] [ACTION build] [VALUE 0.1] at (15, 4) (rule_build)
INFO:root:[TURN 143] [WORKER u_16 at (9, 5)] [ACTION build] [VALUE 0.05] at (13, 5) (rule_build)
INFO:root:[TURN 143] [WORKER u_33 at (9, 3)] [ACTION move] [VALUE 0.010258178710937501] at (7, 5) (rule_resource_value)
INFO:root:[TURN 143] [WORKER u_35 at (11, 5)] [ACTION move] [VALUE 0.010258178710937501] at (7, 5) (rule_resource_value)
INFO:root:[TURN 143] [WORKER u_34 at (9, 8)] [ACTION move] [VALUE 0.010258178710937501] at (7, 10) (rule_resource_value)
INFO:root:[TURN 143] [WORKER u_36 at (7, 9)] [ACTION build] [VALUE 0.1] at (13, 10) (rule_build)
INFO:root:[TURN 143] [WORKER u_37 at (15, 8)] [ACTION move] [VALUE 0.0028772695362567907] at (7, 9) (rule_resource_value)
INFO:root:[TURN 144] [WORKER u_16 at (9, 5)] [ACTION build] [VALUE 0.1] at (15, 4) (rule_build)
INFO:root:[TURN 144] [WORKER u_2 at (9, 10)] [ACTION move] [VALUE 0.014483928680419922] at (7, 10) (rule_resource_value)
INFO:root:[TURN 144] [WORKER u_35 at (11, 5)] [ACTION move] [VALUE 0.010258178710937501] at (7, 5) (rule_resource_value)
INFO:root:[TURN 144] [WORKER u_10 at (13, 6)] [ACTION move] [VALUE 0.005820766091346741] at (7, 5) (rule_resource_value)
INFO:root:[TURN 144] [WORKER u_17 at (10, 7)] [ACTION build] [VALUE 0.1165] at (15, 10) (rule_build)
INFO:root:[TURN 144] [WORKER u_19 at (11, 3)] [ACTION build] [VALUE 0.1] at (13, 10) (rule_build)
INFO:root:[TURN 144] [WORKER u_29 at (8, 10)] [ACTION build] [VALUE 0.05] at (8, 7) (rule_build)
INFO:root:[TURN 144] [WORKER u_31 at (12, 4)] [ACTION move] [VALUE 0.004365574568510056] at (6, 5) (rule_resource_value)
INFO:root:[TURN 144] [WORKER u_32 at (7, 7)] [ACTION build] [VALUE 0.0165] at (7, 7) (rule_build)
INFO:root:Worker is attempting to build.
INFO:root:[TURN 144] [WORKER u_37 at (14, 8)] [ACTION move] [VALUE 0.0035595703125000005] at (7, 9) (rule_resource_value)
INFO:root:[TURN 145] [WORKER u_3 at (8, 4)] [ACTION build] [VALUE 0.1] at (15, 4) (rule_build)
INFO:root:[TURN 145] [WORKER u_2 at (9, 10)] [ACTION move] [VALUE 0.014483928680419922] at (7, 10) (rule_resource_value)
INFO:root:[TURN 145] [WORKER u_16 at (9, 5)] [ACTION build] [VALUE 0.05] at (13, 5) (rule_build)
INFO:root:[TURN 145] [WORKER u_5 at (15, 3)] [ACTION build] [VALUE 0.1165] at (15, 10) (rule_build)
INFO:root:[TURN 145] [WORKER u_35 at (11, 5)] [ACTION move] [VALUE 0.010258178710937501] at (7, 5) (rule_resource_value)
INFO:root:[TURN 145] [WORKER u_29 at (8, 10)] [ACTION build] [VALUE 0.1] at (8, 7) (rule_build)
INFO:root:[TURN 145] [WORKER u_32 at (7, 7)] [ACTION move] [VALUE 0.014483928680419922] at (7, 5) (rule_resource_value)
INFO:root:[TURN 145] [WORKER u_33 at (8, 3)] [ACTION move] [VALUE 0.0076936340332031256] at (6, 5) (rule_resource_value)
INFO:root:[TURN 145] [WORKER u_34 at (8, 8)] [ACTION move] [VALUE 0.010862946510314943] at (7, 9) (rule_resource_value)
INFO:root:[TURN 145] [WORKER u_36 at (8, 9)] [ACTION build] [VALUE 0.0665] at (7, 8) (rule_build)
INFO:root:[TURN 145] [WORKER u_37 at (13, 8)] [ACTION move] [VALUE 0.0035595703125000005] at (6, 9) (rule_resource_value)
INFO:root:[TURN 146] [WORKER u_16 at (9, 5)] [ACTION build] [VALUE 0.1] at (15, 4) (rule_build)
INFO:root:[TURN 146] [WORKER u_10 at (13, 5)] [ACTION move] [VALUE 0.007081851959228516] at (7, 5) (rule_resource_value)
INFO:root:[TURN 146] [WORKER u_17 at (11, 7)] [ACTION build] [VALUE 0.1165] at (15, 10) (rule_build)
INFO:root:[TURN 146] [WORKER u_35 at (11, 5)] [ACTION move] [VALUE 0.010258178710937501] at (7, 5) (rule_resource_value)
INFO:root:[TURN 146] [WORKER u_19 at (12, 3)] [ACTION build] [VALUE 0.1] at (8, 7) (rule_build)
INFO:root:[TURN 146] [WORKER u_31 at (11, 4)] [ACTION move] [VALUE 0.005311388969421388] at (6, 5) (rule_resource_value)
INFO:root:[TURN 146] [WORKER u_38 at (7, 7)] [ACTION move] [VALUE 0.010862946510314943] at (6, 6) (rule_resource_value)
INFO:root:[TURN 147] [WORKER u_3 at (9, 4)] [ACTION build] [VALUE 0.1] at (15, 4) (rule_build)
INFO:root:[TURN 147] [WORKER u_2 at (8, 10)] [ACTION build] [VALUE 0.1165] at (15, 10) (rule_build)
INFO:root:[TURN 147] [WORKER u_5 at (15, 4)] [ACTION build] [VALUE 0.1] at (13, 10) (rule_build)
INFO:root:[TURN 147] [WORKER u_16 at (9, 5)] [ACTION build] [VALUE 0.05] at (13, 5) (rule_build)
INFO:root:[TURN 147] [WORKER u_29 at (8, 9)] [ACTION build] [VALUE 0.1] at (8, 7) (rule_build)
INFO:root:[TURN 147] [WORKER u_35 at (11, 5)] [ACTION move] [VALUE 0.010258178710937501] at (7, 5) (rule_resource_value)
INFO:root:[TURN 147] [WORKER u_32 at (7, 6)] [ACTION build] [VALUE 0.0665] at (6, 7) (rule_build)
INFO:root:[TURN 147] [WORKER u_33 at (7, 3)] [ACTION move] [VALUE 0.014483928680419922] at (7, 5) (rule_resource_value)
INFO:root:[TURN 147] [WORKER u_34 at (7, 8)] [ACTION move] [VALUE 0.014483928680419922] at (7, 10) (rule_resource_value)
INFO:root:[TURN 147] [WORKER u_36 at (7, 9)] [ACTION build] [VALUE 0.0665] at (7, 8) (rule_build)
INFO:root:[TURN 147] [WORKER u_37 at (12, 8)] [ACTION move] [VALUE 0.005311388969421388] at (7, 9) (rule_resource_value)
INFO:root:[TURN 148] [WORKER u_16 at (9, 5)] [ACTION build] [VALUE 0.1] at (15, 4) (rule_build)
INFO:root:[TURN 148] [WORKER u_10 at (12, 5)] [ACTION move] [VALUE 0.008552615046501162] at (7, 5) (rule_resource_value)
INFO:root:[TURN 148] [WORKER u_35 at (11, 5)] [ACTION move] [VALUE 0.010258178710937501] at (7, 5) (rule_resource_value)
INFO:root:[TURN 148] [WORKER u_17 at (12, 7)] [ACTION build] [VALUE 0.1165] at (15, 10) (rule_build)
INFO:root:[TURN 148] [WORKER u_19 at (11, 3)] [ACTION build] [VALUE 0.1] at (8, 7) (rule_build)
INFO:root:[TURN 148] [WORKER u_31 at (10, 4)] [ACTION move] [VALUE 0.006414461284875871] at (6, 5) (rule_resource_value)
INFO:root:[TURN 148] [WORKER u_38 at (6, 7)] [ACTION move] [VALUE 0.012798227816820147] at (6, 6) (rule_resource_value)
INFO:root:[TURN 149] [WORKER u_2 at (9, 10)] [ACTION build] [VALUE 0.1165] at (15, 10) (rule_build)
INFO:root:[TURN 149] [WORKER u_3 at (8, 4)] [ACTION build] [VALUE 0.1] at (15, 4) (rule_build)
INFO:root:[TURN 149] [WORKER u_5 at (15, 3)] [ACTION build] [VALUE 0.1] at (13, 10) (rule_build)
INFO:root:[TURN 149] [WORKER u_16 at (9, 5)] [ACTION build] [VALUE 0.05] at (13, 5) (rule_build)
INFO:root:[TURN 149] [WORKER u_29 at (8, 8)] [ACTION build] [VALUE 0.1] at (8, 7) (rule_build)
INFO:root:[TURN 149] [WORKER u_35 at (11, 5)] [ACTION move] [VALUE 0.010258178710937501] at (7, 5) (rule_resource_value)
INFO:root:[TURN 149] [WORKER u_32 at (6, 6)] [ACTION build] [VALUE 0.0665] at (6, 7) (rule_build)
INFO:root:[TURN 149] [WORKER u_33 at (7, 4)] [ACTION move] [VALUE 0.017064303755760193] at (7, 5) (rule_resource_value)
INFO:root:[TURN 149] [WORKER u_34 at (7, 9)] [ACTION build] [VALUE 0.0665] at (7, 8) (rule_build)
INFO:root:[TURN 149] [WORKER u_36 at (7, 8)] [ACTION build] [VALUE 0.0165] at (5, 9) (rule_build)
INFO:root:[TURN 149] [WORKER u_37 at (11, 8)] [ACTION move] [VALUE 0.007081851959228516] at (7, 10) (rule_resource_value)
INFO:root:[TURN 149] [WORKER u_38 at (6, 7)] [ACTION move] [VALUE 0.012798227816820147] at (6, 6) (rule_resource_value)
INFO:root:[TURN 150] [WORKER u_16 at (9, 5)] [ACTION build] [VALUE 0.1] at (15, 4) (rule_build)
INFO:root:[TURN 150] [WORKER u_10 at (12, 4)] [ACTION move] [VALUE 0.007081851959228516] at (7, 5) (rule_resource_value)
INFO:root:[TURN 150] [WORKER u_35 at (11, 5)] [ACTION move] [VALUE 0.010258178710937501] at (7, 5) (rule_resource_value)
INFO:root:[TURN 150] [WORKER u_17 at (12, 8)] [ACTION build] [VALUE 0.1165] at (15, 10) (rule_build)
INFO:root:[TURN 150] [WORKER u_19 at (10, 3)] [ACTION build] [VALUE 0.1] at (8, 7) (rule_build)
